codigoOrgao;nomeOrgao;codigoUnidadeGestora;nomeUnidadeGestora;codigoUnidadeGestoraOrigemContrato;nomeUnidadeGestoraOrigemContrato;receitaDespesa;numeroContrato;codigoUnidadeRealizadoraCompra;nomeUnidadeRealizadoraCompra;numeroCompra;codigoModalidadeCompra;nomeModalidadeCompra;codigoTipo;nomeTipo;codigoCategoria;nomeCategoria;codigoSubcategoria;nomeSubcategoria;niFornecedor;nomeRazaoSocialFornecedor;processo;objeto;informacoesComplementares;dataVigenciaInicial;dataVigenciaFinal;valorGlobal;numeroParcelas;valorParcela;valorAcumulado;totalDespesasAcessorias;dataHoraInclusao;numeroControlePncpContrato;idCompra;dataHoraExclusao;contratoExcluido;unidadesRequisitantes
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00008/2025;160050;HOSPITAL GERAL DE FORTALEZA;90017/2024;05;Pregão;;;60;Serviços;;;16887298000133;OFFICE SERVICE TERCEIRIZACAO DE MAO DE OBRA LTDA;64579.008540/2024-55;CONTRATAÇÃO DOS SERVIÇOS DE LIMPEZA E CONSERVAÇÃO DAS ÁREAS HOSPITALARES ÁREAS ADMINISTRATIVA (ÁREA EXTERNA, INTERNA E ESQUADRIAS) A SEREM EXECUTADOS EM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, FORNECIMENTO DE MATERIAIS E EQUIPAMENTOS NECESSÁRIOS, VISANDO ATENDER ÀS NECESSIDADES DO HOSPITAL GERAL DE FORTALEZA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-03-05T00:00:00;2030-03-05T00:00:00;231284.64;1;231284.64;231284.64;;2025-03-05T15:34:52;;16005005900172024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00009/2025;160242;BASE ADM DO COMPLEXO DE SAUDE DO RJ;90051/2024;05;Pregão;98;Outros;60;Serviços;;;51242235000120;NXT - TELESSAUDE LTDA;64579002261202569;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DOS SERVIÇOS DE CONSULTA ON-LINE (TELECONSULTA), PARA ATENDER AS DEMANDAS AMBULATORIAIS DA REDE ASSISTENCIAL, EXCLUSIVAMENTE, NO ÂMBITO DO HOSPITAL GERAL DE FORTALEZA - HGEF, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-03-26T00:00:00;2026-03-19T00:00:00;851435.0;1;851435.0;851435.0;;2025-03-27T10:41:25;;16024205900512024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00018/2025;160050;HOSPITAL GERAL DE FORTALEZA;90001/2024;03;Concorrência;;;60;Obras;;;59620234000184;CONSÓRCIO FOTATEC;64579.006059/2024-25;CONTRATAÇÃO DE OBRA DE ENGENHARIA PARA IMPLANTAÇÃO DO SISTEMA FOTOVOLTAICO TIPO CARPORT NO HOSPITAL GERAL DE FORTALEZA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-05-07T00:00:00;2025-12-25T00:00:00;207535.0;1;207535.0;207535.0;;2025-05-08T10:40:38;;16005003900012024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00001/2025;160050;HOSPITAL GERAL DE FORTALEZA;90025/2024;05;Pregão;;;60;Serviços;;;04292445000143;C R OXIGENIO GASES E EQUIPAMENTOS LTDA;64579.010019/2024-88;CONTRATAÇÃO DO SERVIÇO CONTINUADO DE LOCAÇÃO DE SISTEMA DE AR MEDICINAL DUPLO E SISTEMA DE VÁCUO MEDICINAL DUPLO, INCLUINDO O SERVIÇO DE INSTALAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS E EVENTUAL TROCA DE EQUIPAMENTO;;2025-01-16T00:00:00;2026-01-16T00:00:00;60000.0;12;5000.0;60000.0;;2025-01-22T11:21:17;;16005005900252024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00015/2024;160050;HOSPITAL GERAL DE FORTALEZA;90016/2024;05;Pregão;;;60;Serviços;;;32146336000153;CONNECT EMPREENDIMENTOS LTDA;64579.008544 /2024-33;CONTRATAÇÃO DOS SERVIÇOS DE LIMPEZA E CONSERVAÇÃO DAS ÁREAS HOSPITALARES (CRÍTICAS E SEMICRÍTICAS) DO HGEF, A SEREM EXECUTADOS EM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, FORNECIMENTO DE MATERIAIS E EQUIPAMENTOS NECESSÁRIOS, COM EXECUÇÃO MEDIANTE O REGIME DE EMPREITADA POR PREÇO GLOBAL.;;2025-01-01T00:00:00;2026-01-01T00:00:00;1119424.2;12;93285.35;1119424.2;;2025-01-21T18:20:17;;16005005900162024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00002/2025;160050;HOSPITAL GERAL DE FORTALEZA;90001/2024;03;Concorrência;;;60;Serviços;;;37830136000139;C. R. NAPRAVNIK LTDA;64579006059202425;CONTRATAÇÃO DE OBRA DE ENGENHARIA PARA IMPLANTAÇÃO DO SISTEMA FOTOVOLTAICO TIPO CARPORT NO HOSPITAL GERAL DE FORTALEZA.;;2025-01-30T00:00:00;2025-05-07T00:00:00;207535.0;1;207535.0;207535.0;;2025-01-31T12:15:32;;16005003900012024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00007/2025;160050;HOSPITAL GERAL DE FORTALEZA;90023/2024;05;Pregão;;;60;Serviços;;;31512081000132;BRAVO COMERCIALIZADORA DE ENERGIA LTDA;64579.009395/2024-20;CONTRATAÇÃO DE SERVIÇOS COMUNS DE EMPRESA ESPECIALIZADA PARA O FORNECIMENTO DE ENERGIA ELÉTRICA NA MODALIDADE VAREJISTA (AQUISIÇÃO DE ENERGIA NO MERCADO LIVRE), A PARTIR DE 01/08/2025, COM AQUISIÇÃO DE ATÉ 0,18 MEGAWATT MÉDIO (MW MÉDIO) DE ENERGIA ELÉTRICA/ANO NO AMBIENTE DE CONTRATAÇÃO LIVRE (ACL), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-02-04T00:00:00;2030-02-04T00:00:00;1952224.75;60;32537.0792;1952224.8;;2025-02-20T10:50:35;;16005005900232024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00005/2025;160050;HOSPITAL GERAL DE FORTALEZA;90021/2024;05;Pregão;;;60;Serviços;;;04713315000137;MULTIPLATAFORMA SISTEMAS DE INFORMATICA LTDA;64579009461202461;CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE SERVIÇOS DE IMPLANTAÇÃO E TREINAMENTO DE SOFTWARE DE GERENCIAMENTO LABORATORIAL E DO SERVIÇO CONTINUADO SEM DEDICAÇÃO DE MÃO DE OBRA EXCLUSIVA DE LICENCIAMENTO DE SOFTWARE DE GERENCIAMENTO LABORATORIAL, SUPORTE TÉCNICO E MANUTENÇÃO DE MÓDULOS (MÍNIMO DE 5 EQUIPAMENTOS AUTOMATIZADOS A SEREM INTERFACEADOS) E LICENÇA DE SOFTWARE DE GERÊNCIA DE BANCO DE DADOS, PARA UM PERÍODO DE 12 (DOZE) MESES, CONSIDERANDO-SE QUE TAIS SERVIÇOS DEVEM OCORRER NO ENDEREÇO DA CONTRATANTE, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-02-17T00:00:00;2030-02-17T00:00:00;37034.6;1;37034.6;37034.6;;2025-02-18T13:51:26;;16005005900212024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00004/2025;160050;HOSPITAL GERAL DE FORTALEZA;90019/2024;05;Pregão;;;60;Serviços;;;01808205000160;ORTOPEDIA BIOTECNICA LTDA;6457906696202400;AQUISIÇÃO DE PRÓTESE DE DEDOS, CONFECCIONADAS SOB MEDIDA E EM SILICONE MACIO, SOB MOLDE DE ACORDO COM A COR DA PELE, MEDIANTE DETERMINAÇÃO JUDICIAL, VISANDO ATENDER UM BENEFICIÁRIO DO FUSEX DO SISTEMA SAMMED/FUSEX, INCLUINDO O SERVIÇO DE REABILITAÇÃO E READAPTAÇÃO DE AMPUTAÇÃO, ASSISTÊNCIA MÉDICA, REAJUSTES PERIÓDICOS E MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS NA PRESTAÇÃO DA GARANTIA, CONFORME CONDIÇÕES , QUANTIDADES, EXIGÊNCIAS E ESTIMATIVAS NO EDITAL E SEUS ANEXOS.;;2025-02-17T00:00:00;2026-02-17T00:00:00;47994.0;1;47994.0;47994.0;;2025-02-18T11:23:25;;16005005900192024;;False;
52121;BASE ADMINISTRATIVA DO QUARTEL-GENERAL DO EXERCITO;160050;HOSPITAL GERAL DE FORTALEZA;160050;HOSPITAL GERAL DE FORTALEZA;D;00003/2025;160050;HOSPITAL GERAL DE FORTALEZA;90018/2024;05;Pregão;;;60;Serviços;;;09424912000165;ORTOMOL PRODUTOS ORTOPEDICOS LTDA;64579007580202480;AQUISIÇÃO DE PRÓTESE DE MEMBRO INFERIOR DIREITO – MID, EM FAVOR DE BENEFICIÁRIO FUSEX, INCLUINDO O SERVIÇO DE READAPTAÇÃO DE AMPUTAÇÃO, ASSISTÊNCIA TÉCNICA, REAJUSTES PERIÓDICOS E MANUTENÇÃO PREVENTIVA E CORRETIVA COM REPOSIÇÃO DE PEÇAS NA PRESTAÇÃO DA GARANTIA, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL.;;2025-02-17T00:00:00;2026-02-17T00:00:00;60135.0;1;60135.0;60135.0;;2025-02-18T10:26:54;;16005005900182024;;False;
