codigoOrgao;nomeOrgao;codigoUnidadeGestora;nomeUnidadeGestora;codigoUnidadeGestoraOrigemContrato;nomeUnidadeGestoraOrigemContrato;receitaDespesa;numeroContrato;codigoUnidadeRealizadoraCompra;nomeUnidadeRealizadoraCompra;numeroCompra;codigoModalidadeCompra;nomeModalidadeCompra;codigoTipo;nomeTipo;codigoCategoria;nomeCategoria;codigoSubcategoria;nomeSubcategoria;niFornecedor;nomeRazaoSocialFornecedor;processo;objeto;informacoesComplementares;dataVigenciaInicial;dataVigenciaFinal;valorGlobal;numeroParcelas;valorParcela;valorAcumulado;totalDespesasAcessorias;dataHoraInclusao;numeroControlePncpContrato;idCompra;dataHoraExclusao;contratoExcluido;unidadesRequisitantes
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;2025NE000112;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90003/2025;06;Dispensa;99;Empenho;60;Compras;;;08692456000171;BNB COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;08270.019527/2024-15;ATENDER DESPESAS COM A AQUISIÇÃO DE MATERIAL DE CONSUMO PARA ATENDER A DEMANDA DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO ESTADO DO CEARÁ, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NA CONTRATAÇÃO DIRETA Nº 90003/2025 E SEUS ANEXOS, PRC. SEI Nº 08270.019527/2024-15.;20039206900032025 - UASG Minuta: 200392;2025-05-30T00:00:00;2025-12-31T00:00:00;684.0;1;684.0;;;2025-07-09T10:43:36;;20039206900032025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;00005/2025;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90002/2025;05;Pregão;;;60;Serviços;;;09149100000159;CHRISTIANE VIEIRA RODRIGUES LEAL LTDA;08270.001084/2025-97;A CONTRATAÇÃO DE SERVIÇOS COMUNS PARA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS, SOB DEMANDA, DE BUFFET (COFFEE BREAKS E COQUETÉIS), A FIM DE OFERECER SUPORTE ÀS DEMANDAS INSTITUCIONAIS (SOLENIDADES,CONGRESSOS, CONFERÊNCIAS, SEMINÁRIOS, PALESTRAS, EXPOSIÇÕES, WORKSHOPS E CURSOS) A SEREM REALIZADOS PELA POLÍCIA FEDERAL, NA SEDE DA SUPERINTENDÊNCIA REGIONAL DA POLÍCIA FEDERAL NO ESTADO DO CEARÁ, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-05-22T00:00:00;2026-05-22T00:00:00;94010.0;12;7834.1667;;;2025-06-17T10:53:05;;20039205900022025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;00006/2025;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90002/2025;05;Pregão;;;60;Serviços;;;33921734000162;PROATIVA EVENTOS LTDA;08270.001084/2025-97;É A CONTRATAÇÃO DE SERVIÇOS COMUNS PARA A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS, SOB DEMANDA, DE BUFFET (COFFEE BREAKS E COQUETÉIS), A FIM DE OFERECER SUPORTE ÀS DEMANDAS INSTITUCIONAIS (SOLENIDADES, CONGRESSOS, CONFERÊNCIAS, SEMINÁRIOS, PALESTRAS, EXPOSIÇÕES, WORKSHOPS E CURSOS) A SEREM REALIZADOS NO ÂMBITO DA DELEGACIA DA POLÍCIA FEDERAL EM JUAZEIRO DO NORTE/CE, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-05-27T00:00:00;2026-05-27T00:00:00;108000.0;12;9000.0;;;2025-06-17T10:59:29;;20039205900022025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;00009/2025;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90008/2025;06;Dispensa;;;60;Serviços de Engenharia;;;26086622000178;LC ENGENHARIA LTDA;08270.004374/2025-92;CONTRATAÇÃO DE EMPRESA PARA A REFORMA DO 3º ANDAR DO PRÉDIO DO BACEN - BANCO CENTRAL, LOCALIZADO NA AV. HERÁCLITO GRAÇA, Nº 273 - CENTRO, FORTALEZA/CE CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE AVISO DE CONTRATAÇÃO DIRETA E SEUS ANEXOS E  NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-07-15T00:00:00;2026-01-15T00:00:00;64548.19;1;64548.19;64548.19;;2025-07-14T11:37:29;;20039206900082025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;2025NE000078;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;00011/2025;07;Inexigibilidade;99;Empenho;60;Serviços;;;10498974000281;INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMNIISTRACAO PUB;08270.000160/2025-47;ATENDER DESPESAS  COM AS INSCRIÇÕES DE 03 SERVIDORES LOTADOS NA CPL/SR/PF/CE PARA  PARTICIPAREM DO 20º CONGRESSO BRASILEIRO DE PREGOEIROS E AGENTES DE CONTRATAÇÃO, PROMOVIDO PELA INSTITUIÇÃO INSTITUTO NEGÓCIOS PÚBLICOS DO BRASIL ESTUDOS E PESQUISAS NA ADMINISTRAÇÃO PÚBLICA LTDA, NO PERÍODO DE 17 A 20/03/2024, EM FOZ DO IGUAÇU/PR, COM CARGA HORÁRIA DE 26 HORAS.;20039207000112025 - UASG Minuta: 200392;2025-02-24T00:00:00;2025-12-31T00:00:00;16500.0;1;16500.0;16500.0;;2025-03-26T10:29:20;;20039207000112025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;2025NE000024;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90001/2025;06;Dispensa;99;Empenho;60;Compras;;;29837091000104;PAULO HENRIQUE BEZERRA DA SILVA;08270.013428/2024-20;ATENDER DESPESA COM AQUISIÇÃO DE CAFÉ EM PÓ HOMOGÊNEO, TORRADO E MOÍDO, EMBALADO À VÁCUO, ACONDICIONADOS EM PACOTES DE 250G, CLASSIFICAÇÃO PREMIUM/SUPERIOR/GOURMET, VALIDADE MÍNIMA DE 12 MESES, CERTIFICAÇÃO SUPERIOR E SELO DE PUREZA ABIC PARA SUPRIR AS DEMANDAS DA SUPERINTENDÊNCIA DE POLÍCIA FEDERAL NO CEARÁ - SR/PF/CE E DA DELEGACIA DE POLÍCIA FEDERAL EM JUAZEIRO DO NORTE/CE, NO PRESENTE EXERCICIO.;20039206900012025 - UASG Minuta: 200392;2025-01-23T00:00:00;2025-12-31T00:00:00;41020.0;1;41020.0;;;2025-01-30T14:37:56;;20039206900012025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;00001/2025;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90011/2024;05;Pregão;;;48;Mão de Obra;;;04808914000134;PROTEMAXI SEGURANCA PATRIMONIAL ARMADA LTDA;08270.014261/2024-14;O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE VIGILÂNCIA/SEGURANÇA, OSTENSIVA E ARMADA, DIURNA E NOTURNA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA: NO EDIFÍCIO SEDE DA SUPERINTENDÊNCIA REGIONAL DA POLÍCIA FEDERAL EM FORTALEZA/CE, NAS DEPENDÊNCIAS DO ESTACIONAMENTO DA UTRAN/SELOG/SR/PF/CE EM FORTALEZA/CE, NA UNIDADE GISE/DRE/DRPJ/SR/PF/CE DA CIDADE DE FORTALEZA/CE, NA UNIDADE REGIONAL DA FORÇA INTEGRADA DE COMBATE AO CRIME ORGANIZADO NO ESTADO DO CEARÁ (FICCO/CE) NA CIDADE DE FORTALEZA/CE E NA DELEGACIA DE POLÍCIA FEDERAL EM JUAZEIRO DO NORTE/CE, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA;;2025-02-04T00:00:00;2026-02-04T00:00:00;1876224.72;1;1876224.72;1876224.72;;2025-02-04T10:26:59;;20039205900112024;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;00004/2025;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90001/2025;05;Pregão;;;60;Serviços;;;42120800000196;SABOR E EVENTOS LTDA;08270.001271/2025-71;CONTRATAÇÃO DE SERVIÇOS COMUNS DE DO SERVIÇO CONTINUADO DE PREPARAÇÃO E FORNECIMENTO, SOB DEMANDA, DE REFEIÇÕES PRONTAS DE CAFÉ DA MANHÃ, ALMOÇO E JANTAR, COM ENTREGA DIÁRIA DE SEGUNDA-FEIRA À DOMINGO INCLUSIVE FERIADOS NA SEDE DA POLÍCIA FEDERAL NO ESTADO DO CEARÁ PARA A ALIMENTAÇÃO DOS CUSTODIADOS DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL EM FORTALEZA/CE CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE EDITAL, NO TERMO DE REFERÊNCIA E SEUS ANEXOS.;;2025-04-06T00:00:00;2026-04-06T00:00:00;40550.4;1;40550.4;;;2025-04-01T08:26:45;;20039205900012025;;False;
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;00003/2025;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90002/2025;06;Dispensa;;;60;Serviços;;;03884166000106;MARIA MIRANI DA SILVA;08270.008545/2024-71;SERVIÇOS COMUNS DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE CARREGADORES (CAPATAZIA).;;2025-02-20T00:00:00;2026-02-20T00:00:00;42650.0;1;42650.0;;;2025-02-19T09:10:05;;20039206900022025;;False;200392
30108;POLICIA FEDERAL/MJSP;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;D;2025NE000110;200392;SUPERINTENDENCIA REGIONAL NO ESTADO DO CE;90003/2025;06;Dispensa;99;Empenho;60;Compras;;;03574465000144;VIDEBAND INDUSTRIA E COMERCIO DE CONFECCOES LTDA;08270.019527/2024-15;ATENDER DESPESAS COM A AQUISIÇÃO DE MATERIAL DE CONSUMO PARA ATENDER A DEMANDA DA SUPERINTENDÊNCIA REGIONAL DE POLÍCIA FEDERAL NO ESTADO DO CEARÁ, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NA CONTRATAÇÃO DIRETA Nº 90003/2025 E SEUS ANEXOS, PRC. SEI Nº 08270.019527/2024-15.;20039206900032025 - UASG Minuta: 200392;2025-05-30T00:00:00;2025-12-31T00:00:00;1200.0;1;1200.0;;;2025-07-15T09:36:20;;20039206900032025;;False;
