codigoOrgao;nomeOrgao;codigoUnidadeGestora;nomeUnidadeGestora;codigoUnidadeGestoraOrigemContrato;nomeUnidadeGestoraOrigemContrato;receitaDespesa;numeroContrato;codigoUnidadeRealizadoraCompra;nomeUnidadeRealizadoraCompra;numeroCompra;codigoModalidadeCompra;nomeModalidadeCompra;codigoTipo;nomeTipo;codigoCategoria;nomeCategoria;codigoSubcategoria;nomeSubcategoria;niFornecedor;nomeRazaoSocialFornecedor;processo;objeto;informacoesComplementares;dataVigenciaInicial;dataVigenciaFinal;valorGlobal;numeroParcelas;valorParcela;valorAcumulado;totalDespesasAcessorias;dataHoraInclusao;numeroControlePncpContrato;idCompra;dataHoraExclusao;contratoExcluido;unidadesRequisitantes
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;00004/2025;158317;CAMPUS SOBRAL/IFCE;90001/2025;05;Pregão;;;60;Serviços;;;12941636000117;SOLUCTION LOGISTICA E EVENTOS LTDA;23262.002020/2025-04;CONTRATAÇÃO DE SERVIÇOS COMUNS DE APOIO LOGÍSTICO A EVENTOS PARA O IFCE - CAMPUS CEDRO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA;;2025-07-14T00:00:00;2026-07-14T00:00:00;143476.0;1;143476.0;143476.0;;2025-07-08T16:37:48;;15831705900012025;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;2025NE000032;158320;CAMPUS IGUATU/IFCE;00016/2023;05;Pregão;99;Empenho;60;Compras;;;07081436000100;COMERCIAL SUL CEARENSE DE ALIMENTOS LTDA;23262.002352/2024-08;EMPENHO PARA ATENDER DESPESAS COM AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (NÃO PERECÍVEIS) PARA O RESTAURANTE ACADÊMICO DO IFCE CAMPUS CEDRO , CONFORME PREGÃO 16/2023, UASG DA COMPRA 158320 - PROCESSO SEI:23262.002352/2024-08.;15832005000162023 - UASG Minuta: 158318;2025-02-11T00:00:00;2025-12-31T00:00:00;58313.7;1;58313.7;58313.7;;2025-03-20T08:36:39;;15832005000162023;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;2025NE000037;158320;CAMPUS IGUATU/IFCE;00017/2023;05;Pregão;99;Empenho;60;Compras;;;07081436000100;COMERCIAL SUL CEARENSE DE ALIMENTOS LTDA;23262.002349/2024-86;EMPENHO PARA ATENDER DESPESA COM AQUISIÇÃO DE GENEROS ALIMENTÍCIOS(PERECÍVEIS), PARA O RESTAURANTE ACADÊMICO DO IFCE CAMPUS CEDRO, PREGÃO 17/2023 - UASG DA LICITAÇÃO:158320 - RECURSOS DO PNAE 2025 (2025NC000128).PROCESSO SEI:23262.002349/2024-86.;15832005000172023 - UASG Minuta: 158318;2025-02-27T00:00:00;2025-12-31T00:00:00;92188.95;1;92188.95;;;2025-06-27T15:27:41;;15832005000172023;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;2025NE000030;158320;CAMPUS IGUATU/IFCE;00017/2023;05;Pregão;99;Empenho;60;Compras;;;07081436000100;COMERCIAL SUL CEARENSE DE ALIMENTOS LTDA;23262.002349/2024-86;EMPENHO PARA ATENDER DESPESAS COM AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (PERECÍVEIS)  PARA O RESTAURANTE ACADÊMICO DO IFCE CAMPUS CEDRO , CONFORME PREGÃO 17/2023, UASG DA COMPRA 158320 - PROCESSO SEI:23262.002349/2024-86.;15832005000172023 - UASG Minuta: 158318;2025-02-10T00:00:00;2025-12-31T00:00:00;127190.5;1;127190.5;127190.5;;2025-03-20T11:11:43;;15832005000172023;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;2025NE000033;158320;CAMPUS IGUATU/IFCE;00016/2023;05;Pregão;99;Empenho;60;Compras;;;29048310000168;FRANCIE DE CARVALHO MENDES;23262.002353/2024-44;EMPENHO PARA ATENDER DESPESAS COM AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (NÃO PERECÍVEIS) PARA O RESTAURANTE ACADÊMICO DO IFCE CAMPUS CEDRO , CONFORME PREGÃO 16/2023, UASG DA COMPRA 158320 - PROCESSO SEI:23262.002353/2024-44.;15832005000162023 - UASG Minuta: 158318;2025-02-11T00:00:00;2025-12-31T00:00:00;4420.0;1;4420.0;4420.0;;2025-03-17T10:43:18;;15832005000162023;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;2025NE000047;158316;CAMPUS JUAZEIRO DO NORTE/IFCE;00022/2025;06;Dispensa;99;Empenho;60;Compras;;;06043616000126;ORVAL ORGANIZACAO VALENTE LTDA;23262.001785/2025-19;EMPENHO PARA ATENDER DESPESA COM AQUISIÇÃO DE GÁS LIQUEFEITO DE PETROLEO (GLP) EM CILINDROS DE 45 KG PARA ABASTECER O RESTAURANTE ESTUDANTIL DO IFCE CAMPUS CEDRO. DISPENSA DE LICITAÇÃO Nº. 22/2025, UASG DA LICITAÇÃO:158316. PROCESSO SEI:23262.001785/2025-19.;15831606000222025 - UASG Minuta: 158316;2025-06-23T00:00:00;2025-12-31T00:00:00;14100.0;1;14100.0;;;2025-06-25T11:11:25;;15831606000222025;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;00001/2025;158316;CAMPUS JUAZEIRO DO NORTE/IFCE;00009/2024;07;Inexigibilidade;;;60;Serviços;;;07040108000157;COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE;23262.002761/2024-04;CONTRATO DE PRESTAÇÃO DE SERVIÇOS RELATIVOS AO FORNECIMENTO DE ÁGUA TRATADA E/OU COLETA DE ESGOTO PARA USO EXCLUSIVO DO IFCE - CAMPUS CEDRO.;;2025-01-03T00:00:00;;60000.0;1;60000.0;3600000.0;;2025-01-14T12:03:25;;15831607000092024;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;00002/2025;158316;CAMPUS JUAZEIRO DO NORTE/IFCE;90002/2025;05;Pregão;;;48;Mão de Obra;;;32996276000168;ENTHEOS SERVICOS LTDA;23262.002011/2025-13;CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE LIMPEZA E CONSERVAÇÃO COM DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA E FORNECIMENTO DE MATERIAL PARA O IFCE - CAMPUS CEDRO, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA;;2025-07-02T00:00:00;2030-07-02T00:00:00;5576500.75;60;92941.6792;5576500.8;;2025-07-07T11:00:31;;15831605900022025;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;2025NE000038;158316;CAMPUS JUAZEIRO DO NORTE/IFCE;90021/2023;06;Dispensa;99;Empenho;60;Compras;;;06043616000126;ORVAL ORGANIZACAO VALENTE LTDA;23262.001557/2024-68;EMPENHO PARA ATENDER DESPESA COM AQUISIÇÃO DE GÁS LIQUEFEITO DE PETROLEO (GLP) EM CILINDROS DE 45 KG PARA ABASTECER O RESTAURANTE ESTUDANTIL DO IFCE CAMPUS CEDRO. PREGÃO Nº. 90021/2023, UASG DA LICITAÇÃO:158316. PROCESSO SEI:23262.001557/2024-68.;15831606900212023 - UASG Minuta: 158316;2025-03-11T00:00:00;2025-12-31T00:00:00;8035.2;1;8035.2;;;2025-06-05T10:31:08;;15831606900212023;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158318;CAMPUS CEDRO/IFCE;158318;CAMPUS CEDRO/IFCE;D;00006/2025;158316;CAMPUS JUAZEIRO DO NORTE/IFCE;90001/2025;05;Pregão;;;48;Mão de Obra;;;03637812000130;G A SERVICOS DE APOIO ADMINISTRATIVOS LTDA;23262.002360/2025-27;CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE ELETRICISTA, AUXILIAR OPERACIONAL DE MANUTENÇÃO E JARDINEIRO PARA O INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ – CAMPUS CEDRO, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA;;2025-08-04T00:00:00;2030-08-04T00:00:00;1702649.4;60;28377.49;1702649.4;;2025-08-05T10:01:07;;15831605900012025;;False;
