codigoOrgao;nomeOrgao;codigoUnidadeGestora;nomeUnidadeGestora;codigoUnidadeGestoraOrigemContrato;nomeUnidadeGestoraOrigemContrato;receitaDespesa;numeroContrato;codigoUnidadeRealizadoraCompra;nomeUnidadeRealizadoraCompra;numeroCompra;codigoModalidadeCompra;nomeModalidadeCompra;codigoTipo;nomeTipo;codigoCategoria;nomeCategoria;codigoSubcategoria;nomeSubcategoria;niFornecedor;nomeRazaoSocialFornecedor;processo;objeto;informacoesComplementares;dataVigenciaInicial;dataVigenciaFinal;valorGlobal;numeroParcelas;valorParcela;valorAcumulado;totalDespesasAcessorias;dataHoraInclusao;numeroControlePncpContrato;idCompra;dataHoraExclusao;contratoExcluido;unidadesRequisitantes
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000069;112408;HOSPITAL DAS FORCAS ARMADAS;90076/2024;05;Pregão;99;Empenho;60;Compras;;;12991532000117;JUARES LIMA DOS SANTOS;23256.008481/2025-61;COMPRAS;;2025-06-13T00:00:00;2025-12-31T00:00:00;402.2;1;402.2;402.2;;2025-07-08T11:36:54;;11240805900762024;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000052;158313;CAMPUS FORTALEZA/IFCE;00028/2022;06;Dispensa;99;Empenho;60;Serviços;;;63455810000152;PAULO CESAR COSME E SOUZA;23256.004323/2023-71;SERVIÇO DE LAVANDERIA - RECONHECIMENTO DE DESPESAS DE EXERCICIOS ANTERIORES.;;2025-03-26T00:00:00;2025-12-31T00:00:00;95243.0;10;9524.3;;;2025-03-28T09:12:39;;15831306000282022;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000080;154050;FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE;90009/2025;05;Pregão;99;Empenho;60;Compras;;;50567060000169;DENTAL IPO LTDA;23256.008710/2025-48;COMPRAS;;2025-06-18T00:00:00;2025-12-31T00:00:00;1581.66;1;1581.66;1581.66;;2025-07-11T09:45:54;;15405005900092025;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000058;;;00001/2025;NAOSEAPLIC;Não se Aplica;99;Empenho;60;Serviços;;;158313;CAMPUS FORTALEZA/IFCE;23256.004274/2025-38;OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS;;2025-04-23T00:00:00;2025-04-23T00:00:00;1630.36;1;1630.36;;;2025-04-28T17:44:01;;IC000012025;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;95803/2025;158313;CAMPUS FORTALEZA/IFCE;90005/2024;05;Pregão;;;60;Serviços;;;53109113000196;AVOIP TELECOMUNICACOES LTDA;23483.001285/2024-00;O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS TELEFÔNICO FIXO COMUTADO - STFC (FIXO-FIXO E FIXO-MÓVEL) E DE SERVIÇO MÓVEL PESSOAL – SMP (MÓVEL-MÓVEL, MÓVEL-FIXO E DADOS), NAS MODALIDADES LOCAL E LONGA DISTÂNCIA NACIONAL (LDN) A SER EXECUTADO DE FORMA CONTÍNUA NOS TERMOS DO CONTRATO 03/2025, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO.;;2025-03-12T00:00:00;2028-03-12T00:00:00;30909.56;36;858.5989;30909.6;;2025-03-20T12:24:32;;15831305900052024;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000066;160183;72º BATALHAO DE INFANTARIA DE CAATINGA;90003/2025;05;Pregão;99;Empenho;60;Compras;;;50567060000169;DENTAL IPO LTDA;23256.008545/2025-24;COMPRAS;;2025-06-13T00:00:00;2025-12-31T00:00:00;458.0;1;458.0;458.0;;2025-07-11T09:41:23;;16018305900032025;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;00036/2024;158138;IFPB - REITORIA;90008/2024;05;Pregão;;;60;Serviços;;;07759174000181;SOLUCOES  SERVICOS DE LOCACAO DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIO LTDA;23256.002671/2024-94;"O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO DE IMPRESSÃO CORPORATIVA GERENCIADA (MANAGED PRINT SERVICES) COM ALOCAÇÃO DE EQUIPAMENTOS PARA IMPRESSÃO, CÓPIA E DIGITALIZAÇÃO DE DOCUMENTOS; FORNECIMENTO CONTÍNUO DE CONSUMÍVEIS DE IMPRESSÃO (EXCETO PAPEL); SOLUÇÃO COMPLETA DE GERENCIAMENTO E SUPORTE TÉCNICO PREVENTIVO E CORRETIVO ON-SITE, VISANDO O ATENDIMENTO ÀS NECESSIDADES INSTITUCIONAIS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";;2025-01-07T00:00:00;2026-01-07T00:00:00;29880.0;1;29880.0;29880.0;;2025-01-07T13:39:09;;15813805900082024;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;00028/2024;158313;CAMPUS FORTALEZA/IFCE;90004/2024;05;Pregão;;;60;Compras;;;11914096000110;PH&B COMERCIO & SERVICOS LTDA;23256.010755/2024-00;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS DESTINADOS AO ATENDIMENTO DA ALIMENTAÇÃO ESCOLAR DOS ALUNOS DO IFCE - CAMPUS FORTALEZA E PARA O LABORATÓRIO DE PROCESSOS BIOTECNOLÓGICOS E DE ALIMENTOS (LPBA-FOR) DO IFCE - CAMPUS FORTALEZA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.;;2025-02-05T00:00:00;2026-02-05T00:00:00;223503.15;1;223503.15;223503.15;;2025-02-05T14:57:03;;15831305900042024;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000071;153045;UNIVERSIDADE FEDERAL DO CEARA;90006/2024;05;Pregão;99;Empenho;60;Compras;;;02908738000187;F G COMERCIAL DE PRODUTOS HOSPITALARES LTDA;23256.008304/2025-85;COMPRA;;2025-06-13T00:00:00;2025-12-31T00:00:00;7.49;1;7.49;7.49;;2025-06-26T14:33:58;;15304505900062024;;False;
26405;INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA;158313;CAMPUS FORTALEZA/IFCE;158313;CAMPUS FORTALEZA/IFCE;D;2025NE000064;153045;UNIVERSIDADE FEDERAL DO CEARA;90006/2024;05;Pregão;99;Empenho;60;Compras;;;50567060000169;DENTAL IPO LTDA;23256.008302/2025-96;COMPRAS;;2025-06-11T00:00:00;2025-12-31T00:00:00;546.0;1;546.0;546.0;;2025-07-11T09:38:44;;15304505900062024;;False;
